,0
1061,0
1062,0
1063,1
1064,1
1065,1
1066,1
1067,0
1068,0
1069,1
1070,1
1071,0
1072,0
1073,0
1074,1
1075,0
1076,1
1077,1
1078,1
1079,0
1080,1
1081,0
1082,1
1083,1
1084,0
1085,0
1086,0
1087,0
1088,0
1089,1
1090,1
1091,1
1092,1
1093,0
1094,1
1095,0
1096,0
1097,0
1098,1
1099,1
1100,0
1101,1
1102,0
1103,1
1104,0
1105,1
1106,1
1107,1
1108,0
1109,0
1110,0
1111,1
1112,0
1113,1
1114,0
1115,0
1116,0
1117,1
1118,0
1119,0
1120,1
1121,1
1122,0
1123,0
1124,1
1125,1
1126,1
1127,0
1128,0
1129,1
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,1
1138,0
1139,1
1140,0
1141,1
1142,1
1143,1
1144,0
1145,1
1146,1
1147,0
1148,1
1149,0
1150,1
1151,0
1152,1
1153,1
1154,1
1155,1
1156,0
1157,1
1158,1
1159,0
1160,0
1161,1
1162,1
1163,1
1164,1
1165,1
1166,0
1167,0
1168,0
1169,1
1170,0
1171,0
1172,0
1173,0
1174,1
1175,0
1176,1
1177,0
1178,1
1179,0
1180,1
1181,1
1182,1
1183,1
1184,0
1185,0
1186,0
1187,1
1188,0
1189,1
1190,1
1191,1
1192,1
1193,1
1194,0
1195,1
1196,1
1197,1
1198,1
1199,1
1200,0
1201,0
1202,1
1203,0
1204,0
1205,0
1206,0
1207,1
1208,0
1209,1
1210,0
1211,0
1212,0
1213,1
1214,0
1215,1
1216,0
1217,1
1218,0
1219,0
1220,1
1221,0
1222,0
1223,0
1224,1
1225,0
1226,0
1227,0
1228,1
1229,1
1230,0
1231,1
1232,0
1233,1
1234,1
1235,0
1236,1
1237,0
1238,0
1239,1
1240,1
1241,1
1242,0
1243,1
1244,1
1245,0
1246,0
1247,1
1248,1
1249,0
1250,1
1251,0
1252,1
1253,0
1254,0
1255,1
1256,0
1257,1
1258,0
1259,1
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,1
1269,1
1270,0
1271,1
1272,1
1273,0
1274,1
1275,1
1276,1
1277,0
1278,1
1279,0
1280,0
1281,0
1282,0
1283,1
1284,1
1285,1
1286,0
1287,0
1288,1
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,1
1297,1
1298,1
1299,1
1300,1
1301,0
1302,0
1303,0
1304,0
1305,1
1306,1
1307,0
1308,1
1309,0
1310,1
1311,0
1312,0
1313,0
1314,0
1315,0
1316,1
1317,1
1318,0
1319,1
1320,0
1321,1
1322,1
1323,0
1324,1
1325,0
1326,0
1327,0
1328,0
1329,1
1330,0
1331,0
1332,0
1333,1
1334,0
1335,1
1336,0
1337,0
1338,1
1339,0
1340,1
1341,1
1342,0
1343,1
1344,0
1345,1
1346,0
1347,1
1348,0
1349,0
1350,1
1351,1
1352,1
1353,1
1354,1
1355,0
1356,1
1357,1
1358,1
1359,0
1360,1
1361,1
1362,0
1363,1
1364,1
1365,1
1366,1
1367,0
1368,0
1369,1
1370,1
1371,1
1372,0
1373,0
1374,1
1375,0
1376,1
1377,1
1378,1
1379,0
1380,1
1381,1
1382,0
1383,0
1384,1
1385,0
1386,0
1387,0
1388,1
1389,1
1390,1
1391,0
1392,1
1393,0
1394,1
1395,1
1396,0
1397,1
1398,1
1399,0
1400,1
1401,1
1402,0
1403,0
1404,0
1405,0
1406,1
1407,1
1408,0
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,0
1420,0
1421,1
1422,0
1423,0
1424,0
1425,1
1426,1
1427,0
1428,1
1429,0
1430,1
1431,0
1432,1
1433,1
1434,0
1435,1
1436,0
1437,0
1438,0
1439,1
1440,0
1441,0
1442,1
1443,0
1444,0
1445,1
1446,1
1447,0
1448,1
1449,1
1450,1
1451,0
1452,0
1453,1
1454,0
1455,0
1456,1
1457,1
1458,1
1459,1
1460,0
1461,0
1462,0
1463,0
1464,1
1465,1
1466,0
1467,0
1468,1
1469,0
1470,0
1471,0
1472,1
1473,1
1474,0
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,0
1482,0
1483,1
1484,0
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,0
1492,1
1493,1
1494,0
1495,1
1496,1
1497,1
1498,1
1499,1
1500,0
1501,0
1502,0
1503,1
1504,0
1505,1
1506,0
1507,1
1508,1
1509,1
1510,0
1511,1
1512,1
1513,1
1514,0
1515,0
1516,1
1517,0
1518,1
1519,1
1520,1
1521,0
1522,1
1523,1
1524,1
1525,1
1526,0
1527,1
1528,0
1529,1
1530,0
1531,0
1532,1
1533,0
1534,1
1535,1
1536,0
1537,0
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
1551,1
1552,0
1553,1
1554,0
1555,1
1556,0
1557,0
1558,1
1559,0
1560,0
1561,0
1562,0
1563,0
1564,1
1565,0
1566,0
1567,0
1568,0
1569,0
1570,1
1571,0
1572,0
1573,1
1574,0
1575,1
1576,1
1577,1
1578,1
1579,0
1580,0
1581,1
1582,0
1583,0
1584,1
1585,1
1586,0
1587,1
1588,1
1589,1
1590,1
1591,1
1592,0
1593,0
1594,0
1595,1
1596,1
1597,1
1598,1
1599,0
1600,1
1601,0
1602,1
1603,0
1604,0
1605,1
1606,0
1607,0
1608,0
1609,0
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,0
1617,0
1618,0
1619,0
1620,1
1621,1
1622,0
1623,1
1624,0
1625,1
1626,1
1627,0
1628,1
1629,0
1630,1
1631,1
1632,0
1633,0
1634,1
1635,0
1636,0
1637,1
1638,0
1639,0
1640,0
1641,1
1642,0
1643,0
1644,0
1645,1
1646,1
1647,1
1648,0
1649,0
1650,1
1651,0
1652,1
1653,1
1654,0
1655,1
1656,0
1657,1
1658,1
1659,0
1660,1
1661,0
1662,1
1663,1
1664,0
1665,1
1666,0
1667,0
1668,1
1669,1
1670,0
1671,1
1672,0
1673,0
1674,1
1675,1
1676,0
1677,1
1678,1
1679,0
1680,1
1681,1
1682,0
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,0
1692,1
1693,0
1694,1
1695,1
1696,0
1697,0
1698,1
1699,1
1700,1
1701,0
1702,0
1703,1
1704,0
1705,0
1706,0
1707,1
1708,1
1709,0
1710,1
1711,0
1712,1
1713,1
1714,1
1715,0
1716,1
1717,0
1718,1
1719,1
1720,0
1721,1
1722,1
1723,1
1724,0
1725,1
1726,0
1727,1
1728,0
1729,1
1730,0
1731,0
1732,1
1733,1
1734,1
1735,0
1736,0
1737,1
1738,1
1739,0
1740,1
1741,1
1742,1
1743,1
1744,1
1745,0
1746,0
1747,1
1748,0
1749,0
1750,1
1751,0
1752,1
1753,1
1754,1
1755,0
1756,0
1757,1
1758,1
1759,0
1760,1
1761,0
1762,0
1763,0
1764,1
1765,0
1766,0
1767,1
1768,0
1769,1
1770,1
1771,0
1772,0
1773,0
1774,0
1775,1
1776,0
1777,1
1778,0
1779,0
1780,1
1781,0
1782,1
1783,1
1784,1
1785,0
1786,0
1787,1
1788,1
1789,1
1790,0
1791,1
1792,1
1793,0
1794,1
1795,1
1796,0
1797,0
1798,0
1799,1
1800,1
1801,0
1802,0
1803,1
1804,0
1805,1
1806,0
1807,0
1808,0
1809,1
1810,0
1811,1
1812,0
1813,0
1814,0
1815,1
1816,0
1817,0
1818,1
1819,0
1820,0
1821,0
1822,0
1823,1
1824,1
1825,1
1826,0
1827,1
1828,1
1829,1
1830,1
1831,1
1832,0
1833,0
1834,0
1835,1
1836,1
1837,1
1838,1
1839,0
1840,0
1841,0
1842,1
1843,0
1844,1
1845,0
1846,1
1847,0
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,0
1855,0
1856,1
1857,0
1858,0
1859,1
1860,1
1861,1
1862,0
1863,0
1864,1
1865,1
1866,1
1867,1
1868,0
1869,0
1870,0
1871,0
1872,0
1873,1
1874,1
1875,0
1876,1
1877,1
1878,0
1879,0
1880,1
1881,1
1882,1
1883,1
1884,1
1885,0
1886,1
1887,1
1888,1
1889,0
1890,1
1891,1
1892,0
1893,1
1894,1
1895,0
1896,0
1897,1
1898,1
1899,0
1900,0
1901,1
1902,0
1903,0
1904,1
1905,0
1906,0
1907,0
1908,1
1909,0
1910,1
1911,1
1912,0
1913,0
1914,0
1915,0
1916,0
1917,1
1918,0
1919,1
1920,1
1921,1
1922,1
1923,1
1924,0
1925,0
1926,1
1927,0
1928,0
1929,1
1930,1
1931,1
1932,0
1933,1
1934,1
1935,1
1936,1
1937,0
1938,0
1939,1
1940,0
1941,1
1942,1
1943,1
1944,1
1945,0
1946,1
1947,0
1948,1
1949,1
1950,1
1951,0
1952,0
1953,0
1954,1
1955,1
1956,1
1957,0
1958,1
1959,0
1960,1
1961,1
1962,1
1963,0
1964,1
1965,1
1966,1
1967,0
1968,1
1969,0
1970,0
1971,0
1972,1
1973,0
1974,1
1975,0
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,0
1996,0
1997,1
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,1
2008,0
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,0
2016,1
2017,0
2018,1
2019,0
2020,1
2021,0
2022,0
2023,1
2024,0
2025,0
2026,1
2027,1
2028,0
2029,0
2030,1
2031,0
2032,1
2033,0
2034,0
2035,0
2036,1
2037,1
2038,1
2039,1
2040,1
2041,0
2042,1
2043,0
2044,1
2045,0
2046,0
2047,0
2048,0
2049,1
2050,0
2051,0
2052,1
2053,0
2054,1
2055,0
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,1
2069,1
2070,0
2071,1
2072,0
2073,1
2074,1
2075,1
2076,0
2077,0
2078,1
2079,0
2080,1
2081,1
2082,0
2083,1
2084,0
2085,0
2086,1
2087,0
2088,1
2089,0
2090,0
2091,1
2092,1
2093,0
2094,1
2095,1
2096,0
2097,0
2098,1
2099,0
2100,1
2101,0
2102,1
2103,1
2104,1
2105,0
2106,0
2107,0
2108,1
2109,1
2110,0
2111,0
2112,0
2113,1
2114,1
2115,1
2116,1
2117,0
2118,0
2119,1
2120,0
2121,1
2122,1
2123,0
2124,1
2125,1
2126,0
2127,1
2128,1
2129,0
2130,0
2131,1
2132,0
2133,1
2134,1
2135,0
2136,0
2137,1
2138,0
2139,0
2140,1
2141,1
2142,1
2143,1
2144,1
2145,0
2146,1
2147,0
2148,1
2149,1
2150,0
2151,1
2152,0
2153,0
2154,0
2155,1
2156,1
2157,0
2158,1
2159,0
2160,1
2161,1
2162,0
2163,1
2164,0
2165,1
2166,1
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,1
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,1
2190,0
2191,1
2192,1
2193,1
2194,0
2195,1
2196,0
2197,0
2198,0
2199,0
2200,1
2201,0
2202,1
2203,0
2204,0
2205,0
2206,1
2207,0
2208,0
2209,0
2210,1
2211,0
2212,0
2213,0
2214,0
2215,1
2216,0
2217,0
2218,1
2219,1
2220,0
2221,1
2222,0
2223,1
2224,1
2225,0
2226,0
2227,0
2228,1
2229,0
2230,1
2231,1
2232,0
2233,0
2234,0
2235,1
2236,0
2237,1
2238,0
2239,1
2240,0
2241,1
2242,1
2243,0
2244,1
2245,0
2246,0
2247,0
2248,0
2249,0
2250,1
2251,1
2252,1
2253,0
2254,1
2255,1
2256,0
2257,0
2258,0
2259,1
2260,0
2261,0
2262,0
2263,1
2264,1
2265,0
2266,1
2267,0
2268,0
2269,0
2270,1
2271,1
2272,1
2273,0
2274,1
2275,1
2276,1
2277,0
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,0
2285,1
2286,0
2287,1
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,1
2296,1
2297,0
2298,0
2299,0
2300,1
2301,0
2302,1
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,1
2310,1
2311,1
2312,1
2313,0
2314,0
2315,0
2316,1
2317,0
2318,0
2319,1
2320,1
2321,0
2322,0
2323,0
2324,0
2325,1
2326,1
2327,1
2328,0
2329,1
2330,1
2331,0
2332,0
2333,1
2334,0
2335,1
2336,1
2337,0
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,0
2350,0
2351,1
2352,1
2353,1
2354,0
2355,1
2356,1
2357,1
2358,0
2359,1
2360,1
2361,1
2362,0
2363,1
2364,1
2365,0
2366,0
2367,0
2368,1
2369,0
2370,1
2371,1
2372,0
2373,1
2374,1
2375,1
2376,0
2377,0
2378,0
2379,1
2380,0
2381,0
2382,1
2383,0
2384,0
2385,0
2386,1
2387,0
2388,0
2389,1
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,1
2397,0
2398,0
2399,1
2400,0
2401,1
2402,0
2403,1
2404,0
2405,0
2406,0
2407,0
2408,1
2409,1
2410,0
2411,1
2412,0
2413,1
2414,0
2415,1
2416,1
2417,0
2418,1
2419,1
2420,0
2421,1
2422,1
2423,0
2424,0
2425,1
2426,1
2427,0
2428,0
2429,0
2430,1
2431,1
2432,1
2433,0
2434,1
2435,0
2436,0
2437,0
2438,1
2439,1
2440,1
2441,1
2442,1
2443,0
2444,1
2445,0
2446,0
2447,1
2448,0
2449,0
2450,1
2451,1
2452,0
2453,0
2454,0
2455,0
2456,1
2457,1
2458,1
2459,0
2460,1
2461,0
2462,1
2463,0
2464,1
2465,0
2466,0
2467,0
2468,0
2469,1
2470,1
2471,0
2472,0
2473,0
2474,1
2475,0
2476,1
2477,1
2478,1
2479,0
2480,0
2481,1
2482,1
2483,1
2484,1
2485,0
2486,0
2487,1
2488,0
2489,1
2490,0
2491,0
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,1
2499,0
2500,0
2501,1
2502,0
2503,1
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,0
2511,1
2512,1
2513,0
2514,0
2515,1
2516,1
2517,1
2518,0
2519,0
2520,0
2521,1
2522,1
2523,0
2524,1
2525,0
2526,0
2527,0
2528,1
2529,0
2530,0
2531,1
2532,1
2533,0
2534,1
2535,0
2536,1
2537,1
2538,0
2539,1
2540,0
2541,0
2542,1
2543,1
2544,0
2545,1
2546,1
2547,0
2548,1
2549,0
2550,1
2551,0
2552,0
2553,0
2554,1
2555,1
2556,1
2557,0
2558,0
2559,1
2560,0
2561,0
2562,1
2563,0
2564,0
2565,0
2566,1
2567,1
2568,1
2569,1
2570,0
2571,1
2572,1
2573,1
2574,0
2575,0
2576,1
2577,0
2578,0
2579,0
2580,0
2581,1
2582,0
2583,1
2584,1
2585,1
2586,1
2587,0
2588,0
2589,1
2590,0
2591,0
2592,1
2593,0
2594,1
2595,1
2596,1
2597,1
2598,0
2599,0
2600,0
2601,0
2602,0
2603,1
2604,1
2605,1
2606,0
2607,0
2608,1
2609,1
2610,1
2611,0
2612,1
2613,1
2614,1
2615,1
2616,0
2617,1
2618,1
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,1
2626,1
2627,0
2628,0
2629,0
2630,1
2631,1
2632,0
2633,1
2634,1
2635,0
2636,1
2637,0
2638,0
2639,0
2640,1
2641,1
2642,0
2643,1
2644,1
2645,0
2646,1
2647,0
2648,1
2649,0
2650,0
2651,1
2652,0
2653,1
2654,0
2655,0
2656,0
2657,0
2658,1
2659,0
2660,0
2661,0
2662,0
2663,0
2664,1
2665,1
2666,0
2667,0
2668,0
2669,0
2670,1
2671,1
2672,0
2673,0
2674,1
2675,0
2676,0
2677,1
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,1
2687,1
2688,0
2689,0
2690,0
2691,1
2692,0
2693,0
2694,0
2695,1
2696,1
2697,0
2698,1
2699,1
2700,0
2701,0
2702,0
2703,1
2704,1
2705,1
2706,0
2707,0
2708,0
2709,0
2710,1
2711,0
2712,1
2713,0
2714,0
2715,1
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,1
2723,0
2724,0
2725,1
2726,1
2727,1
2728,1
2729,1
2730,1
2731,0
2732,1
2733,0
2734,1
2735,1
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,1
2743,0
2744,1
2745,0
2746,1
2747,1
2748,1
2749,0
2750,1
2751,0
2752,1
2753,0
2754,0
2755,0
2756,1
2757,1
2758,0
2759,1
2760,1
2761,1
2762,1
2763,0
2764,0
2765,0
2766,0
2767,0
2768,1
2769,0
2770,1
2771,1
2772,0
2773,1
2774,0
2775,0
2776,1
2777,0
2778,1
2779,1
2780,0
2781,1
2782,0
2783,1
2784,0
2785,1
2786,0
2787,0
2788,1
2789,1
2790,0
2791,1
2792,1
2793,1
2794,1
2795,0
2796,0
2797,1
2798,0
2799,1
2800,0
2801,0
2802,0
2803,0
2804,0
2805,1
2806,1
2807,1
2808,0
2809,1
2810,1
2811,0
2812,1
2813,1
2814,1
2815,1
2816,0
2817,1
2818,0
2819,1
2820,0
2821,0
2822,1
2823,0
2824,1
2825,1
2826,1
2827,0
2828,1
2829,0
2830,1
2831,0
2832,1
2833,0
2834,0
2835,1
2836,0
2837,0
2838,0
2839,1
2840,0
2841,1
2842,1
2843,1
2844,0
2845,1
2846,1
2847,0
2848,1
2849,0
2850,0
2851,0
2852,0
2853,0
2854,1
2855,0
2856,1
2857,1
2858,1
2859,0
2860,0
2861,1
2862,1
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,1
2870,1
2871,1
2872,1
2873,0
2874,1
2875,1
2876,0
2877,1
2878,0
2879,0
2880,1
2881,1
2882,0
2883,0
2884,0
2885,0
2886,1
2887,0
2888,1
2889,0
2890,1
2891,0
2892,0
2893,1
2894,0
2895,0
2896,1
2897,1
2898,0
2899,0
2900,0
2901,1
2902,0
2903,0
2904,1
2905,0
2906,0
2907,1
2908,1
2909,1
2910,1
2911,0
2912,1
2913,0
2914,0
2915,1
2916,0
2917,0
2918,0
2919,1
2920,0
2921,0
2922,1
2923,0
2924,1
2925,0
2926,0
2927,1
2928,0
2929,1
2930,0
2931,1
2932,1
2933,1
2934,0
2935,1
2936,1
2937,0
2938,0
2939,1
2940,0
2941,1
2942,0
2943,1
2944,0
2945,0
2946,1
2947,1
2948,1
2949,0
2950,0
2951,0
2952,1
2953,1
2954,1
2955,0
2956,1
2957,1
2958,1
2959,0
2960,0
2961,0
2962,1
2963,0
2964,0
2965,1
2966,1
2967,0
2968,1
2969,0
2970,1
2971,0
2972,1
2973,0
2974,1
2975,1
2976,0
2977,0
2978,0
2979,1
2980,0
2981,1
2982,1
2983,1
2984,1
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,1
2994,0
2995,1
2996,1
2997,0
