,0,1,2,3,4,5,6
42,5.0,1.0,0.0,0.0,0.0,0.0,0.0
43,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44,9.0,1.0,0.0,0.0,0.0,0.0,0.0
45,1.0,0.0,0.0,1.0,0.0,0.0,0.0
46,3.0,0.0,0.0,0.0,0.0,0.0,0.0
47,4.0,1.0,0.0,1.0,0.0,0.0,0.0
48,3.0,0.0,1.0,0.0,0.0,1.0,0.0
49,0.0,1.0,0.0,0.0,0.0,0.0,1.0
50,2.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52,2.0,0.0,0.0,1.0,0.0,0.0,0.0
53,2.0,1.0,0.0,0.0,0.0,0.0,0.0
54,0.0,1.0,0.0,1.0,0.0,0.0,1.0
55,5.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1.0,0.0,1.0,0.0,0.0,0.0,1.0
57,7.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1.0,0.0,0.0,0.0,0.0,1.0,1.0
59,3.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2.0,1.0,0.0,1.0,0.0,1.0,0.0
61,0.0,0.0,0.0,0.0,1.0,0.0,1.0
62,0.0,0.0,1.0,0.0,0.0,0.0,1.0
63,8.0,1.0,0.0,0.0,0.0,0.0,0.0
64,2.0,1.0,0.0,0.0,0.0,0.0,0.0
65,8.0,0.0,0.0,0.0,0.0,0.0,0.0
66,3.0,0.0,0.0,0.0,0.0,0.0,1.0
67,1.0,1.0,0.0,1.0,0.0,0.0,0.0
68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,5.0,1.0,0.0,0.0,0.0,0.0,0.0
70,3.0,1.0,0.0,0.0,0.0,0.0,0.0
71,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,1.0,1.0,0.0,0.0,0.0,0.0,0.0
73,2.0,1.0,0.0,1.0,0.0,0.0,0.0
74,1.0,0.0,1.0,0.0,0.0,0.0,1.0
75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
76,0.0,1.0,0.0,1.0,0.0,1.0,0.0
77,0.0,0.0,1.0,0.0,0.0,0.0,1.0
78,1.0,1.0,0.0,0.0,0.0,0.0,1.0
79,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,4.0,1.0,0.0,0.0,0.0,0.0,1.0
81,0.0,0.0,0.0,1.0,0.0,0.0,1.0
82,1.0,1.0,0.0,0.0,0.0,0.0,0.0
83,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,1.0,0.0,1.0,0.0,1.0,0.0
85,5.0,1.0,0.0,0.0,0.0,1.0,1.0
86,0.0,0.0,0.0,1.0,0.0,0.0,1.0
87,0.0,1.0,0.0,0.0,0.0,1.0,0.0
88,5.0,1.0,0.0,0.0,0.0,0.0,0.0
89,3.0,1.0,0.0,0.0,0.0,0.0,1.0
90,0.0,0.0,0.0,1.0,0.0,0.0,0.0
91,10.0,1.0,1.0,0.0,0.0,0.0,0.0
92,5.0,1.0,0.0,1.0,0.0,0.0,0.0
93,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,1.0,0.0,0.0,0.0,0.0,0.0,1.0
95,4.0,0.0,1.0,0.0,0.0,0.0,0.0
96,3.0,0.0,0.0,1.0,0.0,0.0,0.0
97,14.0,1.0,0.0,0.0,0.0,1.0,0.0
98,5.0,0.0,0.0,0.0,0.0,0.0,1.0
99,1.0,0.0,1.0,0.0,0.0,0.0,1.0
100,4.0,0.0,0.0,0.0,0.0,0.0,1.0
101,0.0,0.0,1.0,0.0,0.0,0.0,0.0
102,2.0,1.0,0.0,1.0,0.0,1.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,2.0,1.0,0.0,0.0,0.0,1.0,0.0
106,4.0,0.0,0.0,0.0,0.0,1.0,0.0
107,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108,4.0,1.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,1.0,0.0,0.0,1.0,1.0
110,7.0,1.0,0.0,0.0,0.0,0.0,1.0
111,5.0,0.0,0.0,0.0,0.0,1.0,0.0
112,5.0,0.0,0.0,0.0,0.0,0.0,0.0
113,3.0,0.0,1.0,0.0,0.0,0.0,0.0
114,1.0,0.0,1.0,0.0,0.0,1.0,1.0
115,3.0,1.0,0.0,1.0,0.0,0.0,0.0
116,9.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2.0,0.0,0.0,1.0,0.0,0.0,0.0
118,0.0,1.0,0.0,1.0,0.0,0.0,0.0
119,1.0,0.0,0.0,0.0,0.0,0.0,1.0
120,7.0,1.0,0.0,0.0,0.0,0.0,0.0
121,6.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2.0,0.0,0.0,0.0,0.0,0.0,1.0
123,1.0,1.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,1.0,0.0,0.0
125,0.0,0.0,1.0,0.0,0.0,0.0,1.0
126,2.0,0.0,1.0,0.0,0.0,1.0,0.0
127,2.0,1.0,0.0,1.0,0.0,1.0,0.0
128,1.0,1.0,0.0,1.0,0.0,0.0,0.0
129,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130,1.0,0.0,0.0,0.0,0.0,0.0,1.0
131,1.0,1.0,0.0,1.0,0.0,0.0,0.0
132,1.0,1.0,0.0,0.0,0.0,0.0,1.0
133,1.0,0.0,0.0,0.0,0.0,0.0,1.0
134,0.0,0.0,1.0,0.0,1.0,0.0,0.0
135,8.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137,3.0,0.0,1.0,0.0,0.0,0.0,0.0
138,3.0,1.0,1.0,0.0,0.0,0.0,1.0
139,2.0,1.0,0.0,0.0,0.0,0.0,1.0
140,1.0,0.0,0.0,0.0,0.0,1.0,1.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,3.0,0.0,1.0,0.0,0.0,0.0,0.0
143,3.0,1.0,1.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,1.0,0.0,0.0,0.0
145,9.0,1.0,1.0,0.0,0.0,0.0,1.0
146,3.0,0.0,0.0,0.0,0.0,0.0,0.0
147,1.0,0.0,0.0,0.0,1.0,0.0,0.0
148,1.0,0.0,0.0,1.0,0.0,0.0,0.0
149,0.0,0.0,1.0,0.0,0.0,1.0,1.0
150,6.0,1.0,0.0,1.0,0.0,0.0,0.0
151,0.0,0.0,1.0,0.0,0.0,1.0,1.0
152,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,2.0,0.0,0.0,0.0,0.0,0.0,1.0
154,0.0,0.0,1.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,1.0,1.0
156,1.0,1.0,0.0,0.0,0.0,0.0,1.0
157,0.0,1.0,0.0,1.0,0.0,0.0,0.0
158,21.0,1.0,0.0,0.0,0.0,0.0,0.0
159,8.0,1.0,0.0,0.0,0.0,0.0,0.0
160,1.0,1.0,0.0,1.0,0.0,0.0,0.0
161,0.0,1.0,0.0,1.0,0.0,0.0,0.0
162,0.0,1.0,0.0,1.0,0.0,0.0,0.0
163,5.0,1.0,0.0,0.0,0.0,0.0,1.0
164,8.0,1.0,0.0,0.0,0.0,0.0,0.0
165,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,2.0,0.0,1.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,1.0,0.0,0.0,0.0
169,2.0,0.0,0.0,0.0,0.0,1.0,0.0
170,1.0,0.0,0.0,0.0,0.0,0.0,1.0
171,0.0,0.0,1.0,0.0,0.0,1.0,1.0
172,1.0,0.0,1.0,0.0,0.0,0.0,1.0
173,2.0,0.0,0.0,0.0,0.0,1.0,1.0
174,0.0,0.0,1.0,0.0,1.0,0.0,0.0
175,1.0,0.0,1.0,0.0,0.0,0.0,0.0
176,0.0,0.0,1.0,0.0,0.0,0.0,0.0
177,0.0,1.0,0.0,1.0,0.0,0.0,0.0
178,1.0,0.0,1.0,0.0,0.0,0.0,0.0
179,2.0,1.0,0.0,1.0,0.0,0.0,0.0
180,1.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1.0,0.0,0.0,0.0,0.0,1.0,1.0
182,7.0,1.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,2.0,0.0,0.0,0.0,0.0,1.0,1.0
186,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,3.0,0.0,0.0,0.0,0.0,0.0,0.0
188,1.0,1.0,0.0,0.0,0.0,0.0,1.0
189,21.0,1.0,1.0,0.0,0.0,0.0,0.0
190,0.0,1.0,0.0,1.0,0.0,0.0,0.0
191,6.0,1.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,1.0
193,2.0,1.0,0.0,0.0,0.0,1.0,0.0
194,5.0,0.0,0.0,0.0,0.0,0.0,0.0
195,11.0,1.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,1.0,1.0
197,0.0,0.0,1.0,0.0,0.0,1.0,1.0
198,0.0,1.0,0.0,0.0,0.0,0.0,1.0
199,0.0,0.0,0.0,0.0,0.0,1.0,1.0
200,0.0,1.0,0.0,1.0,0.0,0.0,0.0
201,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,1.0,0.0,1.0
203,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,2.0,0.0,0.0,0.0,0.0,0.0,1.0
205,0.0,1.0,0.0,1.0,0.0,0.0,0.0
206,10.0,1.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,1.0,1.0,1.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,9.0,0.0,0.0,0.0,0.0,0.0,0.0
210,6.0,1.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,1.0,1.0
212,12.0,1.0,0.0,0.0,0.0,0.0,0.0
213,0.0,1.0,1.0,0.0,0.0,0.0,1.0
214,2.0,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216,0.0,1.0,0.0,1.0,0.0,1.0,1.0
217,2.0,0.0,0.0,0.0,0.0,1.0,0.0
218,1.0,0.0,0.0,0.0,0.0,0.0,1.0
219,1.0,0.0,0.0,0.0,0.0,0.0,1.0
220,2.0,0.0,0.0,1.0,0.0,0.0,1.0
221,20.0,1.0,1.0,0.0,0.0,0.0,0.0
222,1.0,0.0,0.0,0.0,0.0,1.0,0.0
223,8.0,1.0,0.0,0.0,0.0,1.0,0.0
224,3.0,0.0,1.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,1.0,1.0
226,7.0,1.0,0.0,0.0,0.0,0.0,0.0
227,12.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2.0,0.0,0.0,0.0,0.0,0.0,0.0
230,4.0,1.0,0.0,0.0,0.0,1.0,0.0
231,9.0,1.0,0.0,0.0,0.0,0.0,0.0
232,0.0,1.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,1.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,1.0,0.0
235,2.0,1.0,1.0,0.0,0.0,0.0,1.0
236,1.0,0.0,0.0,0.0,1.0,0.0,1.0
237,2.0,0.0,0.0,0.0,0.0,0.0,1.0
238,0.0,0.0,0.0,0.0,0.0,1.0,1.0
239,1.0,1.0,0.0,0.0,0.0,1.0,0.0
240,2.0,0.0,1.0,0.0,0.0,1.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,3.0,0.0,0.0,0.0,0.0,0.0,0.0
243,1.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2.0,0.0,0.0,0.0,0.0,0.0,0.0
245,2.0,1.0,0.0,1.0,0.0,0.0,0.0
246,2.0,0.0,0.0,0.0,0.0,1.0,1.0
247,3.0,1.0,0.0,1.0,0.0,0.0,0.0
248,1.0,1.0,0.0,1.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250,2.0,0.0,0.0,1.0,0.0,0.0,0.0
251,2.0,1.0,0.0,0.0,0.0,0.0,1.0
252,2.0,1.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,10.0,1.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,1.0,0.0,1.0,0.0,0.0,0.0
257,15.0,1.0,0.0,0.0,0.0,0.0,0.0
258,0.0,1.0,0.0,1.0,0.0,0.0,0.0
259,3.0,0.0,1.0,0.0,0.0,0.0,0.0
260,2.0,0.0,0.0,0.0,0.0,1.0,0.0
261,7.0,1.0,0.0,0.0,0.0,0.0,0.0
262,1.0,0.0,0.0,1.0,0.0,0.0,0.0
263,2.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,1.0,0.0,1.0,0.0,1.0,0.0
265,2.0,0.0,0.0,0.0,0.0,1.0,1.0
266,8.0,1.0,0.0,0.0,0.0,0.0,1.0
267,3.0,1.0,1.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,1.0,0.0,0.0,1.0
269,3.0,1.0,0.0,1.0,0.0,0.0,0.0
270,6.0,1.0,0.0,0.0,0.0,0.0,1.0
271,1.0,0.0,0.0,1.0,0.0,0.0,1.0
272,2.0,0.0,0.0,0.0,0.0,0.0,1.0
273,1.0,0.0,0.0,0.0,0.0,1.0,1.0
274,3.0,1.0,0.0,0.0,0.0,0.0,1.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,3.0,0.0,0.0,0.0,0.0,0.0,1.0
277,1.0,0.0,1.0,0.0,0.0,0.0,0.0
278,3.0,0.0,1.0,0.0,0.0,0.0,1.0
279,17.0,1.0,0.0,0.0,0.0,0.0,0.0
280,1.0,0.0,0.0,0.0,0.0,0.0,0.0
281,3.0,0.0,0.0,0.0,0.0,0.0,0.0
282,4.0,1.0,0.0,0.0,0.0,1.0,0.0
283,2.0,1.0,0.0,0.0,0.0,0.0,0.0
284,19.0,1.0,0.0,0.0,0.0,0.0,1.0
285,10.0,1.0,0.0,0.0,0.0,0.0,0.0
286,5.0,0.0,0.0,0.0,0.0,0.0,1.0
287,0.0,0.0,0.0,0.0,0.0,0.0,1.0
288,4.0,1.0,0.0,0.0,0.0,0.0,0.0
289,2.0,0.0,1.0,0.0,0.0,0.0,0.0
290,2.0,1.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,1.0,1.0
292,2.0,0.0,0.0,1.0,0.0,0.0,1.0
293,1.0,1.0,0.0,0.0,0.0,0.0,1.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,6.0,1.0,0.0,0.0,0.0,0.0,0.0
296,1.0,0.0,0.0,1.0,0.0,0.0,0.0
297,1.0,0.0,0.0,1.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,1.0,0.0
299,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,1.0
301,3.0,1.0,1.0,0.0,0.0,0.0,1.0
302,0.0,1.0,0.0,0.0,0.0,1.0,0.0
303,0.0,1.0,0.0,1.0,0.0,0.0,0.0
304,2.0,1.0,0.0,0.0,0.0,0.0,0.0
305,2.0,0.0,0.0,1.0,0.0,0.0,0.0
306,0.0,0.0,0.0,1.0,0.0,0.0,1.0
307,0.0,1.0,0.0,0.0,0.0,0.0,1.0
308,0.0,1.0,1.0,0.0,0.0,1.0,0.0
309,8.0,1.0,0.0,0.0,0.0,0.0,0.0
310,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311,1.0,1.0,0.0,1.0,0.0,0.0,0.0
312,0.0,1.0,0.0,1.0,0.0,0.0,0.0
313,0.0,0.0,0.0,1.0,0.0,0.0,0.0
314,0.0,0.0,0.0,1.0,0.0,0.0,1.0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,3.0,1.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,1.0,0.0,0.0,1.0,1.0
318,10.0,1.0,0.0,0.0,0.0,0.0,0.0
319,4.0,1.0,0.0,0.0,0.0,0.0,1.0
320,2.0,0.0,1.0,0.0,0.0,1.0,1.0
321,0.0,0.0,0.0,0.0,0.0,0.0,1.0
322,22.0,1.0,1.0,0.0,0.0,0.0,0.0
323,0.0,0.0,1.0,0.0,1.0,0.0,0.0
324,1.0,0.0,0.0,1.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0,1.0
326,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0,1.0
329,4.0,0.0,1.0,0.0,0.0,0.0,1.0
330,11.0,1.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,1.0,1.0
332,4.0,0.0,1.0,0.0,0.0,0.0,0.0
333,3.0,1.0,1.0,0.0,0.0,0.0,0.0
334,2.0,0.0,0.0,0.0,0.0,1.0,0.0
335,2.0,1.0,0.0,0.0,0.0,1.0,1.0
336,16.0,1.0,1.0,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0,0.0,0.0,1.0
338,2.0,1.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,1.0,0.0,0.0,1.0,0.0
340,0.0,1.0,0.0,1.0,0.0,1.0,0.0
341,0.0,1.0,0.0,1.0,0.0,0.0,0.0
342,6.0,0.0,0.0,0.0,0.0,1.0,0.0
343,0.0,1.0,0.0,1.0,0.0,0.0,0.0
344,6.0,1.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,1.0,0.0,0.0,0.0,0.0
346,2.0,0.0,0.0,0.0,0.0,0.0,1.0
347,20.0,1.0,0.0,0.0,0.0,0.0,0.0
348,1.0,0.0,0.0,0.0,0.0,1.0,0.0
349,0.0,0.0,1.0,0.0,0.0,1.0,1.0
350,0.0,0.0,0.0,0.0,0.0,0.0,1.0
351,4.0,0.0,1.0,0.0,1.0,0.0,0.0
352,1.0,0.0,0.0,1.0,0.0,0.0,1.0
353,2.0,1.0,0.0,1.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0,0.0,1.0,0.0
355,3.0,0.0,0.0,1.0,1.0,0.0,0.0
356,4.0,0.0,0.0,0.0,0.0,0.0,0.0
357,0.0,0.0,1.0,0.0,0.0,1.0,0.0
358,23.0,1.0,0.0,0.0,0.0,0.0,0.0
359,0.0,0.0,1.0,0.0,0.0,0.0,0.0
360,3.0,1.0,0.0,0.0,0.0,0.0,0.0
361,1.0,0.0,0.0,1.0,0.0,0.0,0.0
362,25.0,1.0,1.0,0.0,0.0,1.0,0.0
363,4.0,1.0,0.0,1.0,0.0,0.0,0.0
364,2.0,0.0,1.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0,1.0
366,0.0,0.0,0.0,0.0,0.0,1.0,1.0
367,0.0,0.0,0.0,0.0,0.0,1.0,0.0
368,1.0,1.0,0.0,1.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,14.0,1.0,0.0,0.0,0.0,0.0,0.0
371,10.0,0.0,0.0,0.0,0.0,0.0,1.0
372,1.0,1.0,0.0,1.0,0.0,0.0,0.0
373,0.0,1.0,0.0,1.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0,1.0,0.0,1.0
375,2.0,0.0,0.0,0.0,0.0,0.0,1.0
376,5.0,0.0,0.0,0.0,0.0,0.0,0.0
377,1.0,0.0,0.0,0.0,1.0,0.0,0.0
378,5.0,1.0,0.0,0.0,0.0,0.0,0.0
379,2.0,0.0,1.0,0.0,0.0,0.0,1.0
380,16.0,1.0,0.0,0.0,0.0,0.0,0.0
381,19.0,1.0,0.0,0.0,0.0,0.0,0.0
382,3.0,0.0,1.0,0.0,0.0,1.0,0.0
383,0.0,0.0,1.0,0.0,1.0,0.0,1.0
384,5.0,1.0,0.0,0.0,0.0,0.0,1.0
385,2.0,0.0,0.0,0.0,1.0,0.0,1.0
386,16.0,1.0,0.0,0.0,0.0,0.0,0.0
387,9.0,1.0,0.0,0.0,0.0,0.0,0.0
388,2.0,0.0,0.0,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,3.0,1.0,0.0,1.0,0.0,0.0,0.0
391,6.0,0.0,0.0,0.0,1.0,0.0,0.0
392,0.0,0.0,1.0,0.0,0.0,0.0,1.0
393,3.0,1.0,0.0,1.0,0.0,0.0,0.0
394,13.0,0.0,0.0,0.0,0.0,0.0,0.0
395,13.0,1.0,0.0,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,1.0,0.0,0.0,1.0
397,0.0,0.0,0.0,0.0,0.0,0.0,1.0
398,0.0,0.0,0.0,0.0,0.0,0.0,1.0
399,1.0,0.0,0.0,0.0,0.0,0.0,1.0
400,0.0,0.0,1.0,0.0,0.0,0.0,1.0
401,21.0,1.0,1.0,0.0,0.0,0.0,1.0
402,6.0,1.0,0.0,0.0,0.0,0.0,0.0
403,2.0,0.0,1.0,0.0,0.0,0.0,1.0
404,2.0,0.0,0.0,0.0,0.0,1.0,0.0
405,1.0,0.0,0.0,0.0,0.0,0.0,1.0
406,5.0,0.0,1.0,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0,1.0,1.0
408,6.0,1.0,0.0,0.0,0.0,0.0,1.0
409,1.0,1.0,0.0,1.0,0.0,0.0,0.0
410,0.0,0.0,1.0,0.0,0.0,1.0,0.0
411,2.0,1.0,0.0,0.0,0.0,0.0,0.0
412,5.0,1.0,0.0,0.0,0.0,0.0,0.0
413,2.0,0.0,0.0,0.0,0.0,0.0,0.0
414,5.0,1.0,1.0,0.0,0.0,0.0,0.0
415,3.0,1.0,0.0,0.0,0.0,0.0,0.0
416,2.0,1.0,0.0,0.0,0.0,0.0,0.0
417,0.0,0.0,1.0,0.0,0.0,0.0,0.0
418,4.0,1.0,0.0,0.0,0.0,0.0,1.0
419,0.0,1.0,0.0,0.0,0.0,0.0,1.0
420,0.0,0.0,0.0,0.0,0.0,1.0,0.0
421,6.0,1.0,0.0,1.0,0.0,0.0,0.0
422,12.0,1.0,0.0,0.0,0.0,1.0,0.0
423,3.0,0.0,0.0,0.0,0.0,0.0,1.0
424,7.0,0.0,0.0,0.0,0.0,0.0,1.0
425,0.0,1.0,0.0,1.0,0.0,0.0,0.0
426,1.0,0.0,1.0,0.0,0.0,0.0,0.0
427,3.0,0.0,1.0,0.0,0.0,1.0,1.0
428,0.0,1.0,0.0,1.0,0.0,0.0,0.0
429,1.0,1.0,0.0,1.0,0.0,0.0,0.0
430,3.0,0.0,0.0,0.0,0.0,0.0,1.0
431,0.0,0.0,0.0,1.0,0.0,0.0,0.0
432,1.0,0.0,0.0,0.0,1.0,0.0,0.0
433,1.0,1.0,0.0,0.0,0.0,0.0,0.0
434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,7.0,1.0,0.0,0.0,0.0,1.0,0.0
437,3.0,1.0,0.0,1.0,0.0,0.0,0.0
438,0.0,1.0,0.0,1.0,0.0,0.0,0.0
439,0.0,0.0,0.0,0.0,0.0,1.0,1.0
440,2.0,0.0,1.0,0.0,0.0,0.0,0.0
441,1.0,0.0,0.0,0.0,0.0,0.0,0.0
442,7.0,0.0,0.0,0.0,0.0,0.0,1.0
443,3.0,0.0,0.0,0.0,0.0,0.0,0.0
444,0.0,0.0,0.0,1.0,0.0,0.0,0.0
445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,1.0,0.0,0.0,0.0,0.0,1.0,0.0
447,5.0,1.0,0.0,0.0,0.0,0.0,1.0
448,2.0,1.0,0.0,0.0,0.0,0.0,0.0
449,3.0,0.0,0.0,0.0,0.0,0.0,1.0
450,7.0,1.0,0.0,0.0,0.0,0.0,0.0
451,0.0,0.0,0.0,0.0,0.0,0.0,1.0
452,0.0,0.0,1.0,0.0,0.0,0.0,0.0
453,2.0,1.0,0.0,1.0,0.0,1.0,1.0
454,0.0,1.0,0.0,1.0,1.0,0.0,1.0
455,0.0,0.0,0.0,0.0,0.0,0.0,1.0
456,4.0,1.0,0.0,0.0,0.0,1.0,0.0
457,0.0,1.0,0.0,1.0,0.0,1.0,0.0
458,7.0,1.0,1.0,0.0,0.0,0.0,0.0
459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,0.0,0.0,1.0,0.0,0.0,0.0,0.0
461,0.0,1.0,0.0,1.0,0.0,0.0,0.0
462,1.0,1.0,0.0,1.0,0.0,1.0,1.0
463,8.0,0.0,1.0,0.0,0.0,0.0,0.0
464,0.0,0.0,0.0,1.0,0.0,0.0,0.0
