,0,1,2,3,4,5
77,1.0,0.0,0.0,0.0,1.0,1.0
78,1.0,0.0,0.0,0.0,0.0,0.0
79,6.0,1.0,0.0,0.0,0.0,1.0
80,0.0,0.0,1.0,0.0,0.0,0.0
81,9.0,1.0,0.0,0.0,0.0,0.0
82,3.0,0.0,0.0,0.0,1.0,1.0
83,4.0,1.0,0.0,0.0,0.0,0.0
84,5.0,1.0,0.0,0.0,0.0,1.0
85,5.0,0.0,0.0,0.0,0.0,0.0
86,1.0,0.0,0.0,0.0,1.0,0.0
87,2.0,1.0,0.0,1.0,0.0,0.0
88,4.0,0.0,1.0,0.0,0.0,1.0
89,1.0,1.0,0.0,1.0,0.0,0.0
90,5.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0
92,1.0,0.0,0.0,0.0,1.0,1.0
93,0.0,0.0,0.0,0.0,0.0,0.0
94,14.0,1.0,0.0,0.0,0.0,0.0
95,1.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,1.0,1.0,1.0
97,1.0,0.0,0.0,0.0,1.0,0.0
98,0.0,1.0,0.0,1.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,1.0,0.0,1.0,0.0,0.0
101,1.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,1.0,0.0,1.0
103,5.0,1.0,0.0,0.0,0.0,0.0
104,1.0,1.0,0.0,1.0,1.0,0.0
105,3.0,1.0,0.0,0.0,0.0,0.0
106,7.0,1.0,0.0,0.0,0.0,0.0
107,2.0,1.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0
109,4.0,1.0,0.0,0.0,0.0,1.0
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,1.0,0.0,0.0,0.0,0.0
112,1.0,0.0,0.0,0.0,0.0,1.0
113,4.0,1.0,0.0,1.0,0.0,1.0
114,6.0,1.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,1.0,0.0,1.0
116,1.0,0.0,0.0,0.0,0.0,1.0
117,3.0,0.0,1.0,0.0,0.0,0.0
118,12.0,1.0,0.0,0.0,0.0,0.0
119,1.0,0.0,0.0,0.0,0.0,1.0
120,0.0,0.0,0.0,0.0,0.0,1.0
121,3.0,0.0,0.0,1.0,0.0,0.0
122,0.0,1.0,0.0,1.0,0.0,0.0
123,0.0,0.0,1.0,0.0,0.0,1.0
124,1.0,0.0,0.0,1.0,0.0,0.0
125,5.0,1.0,1.0,0.0,0.0,1.0
126,0.0,0.0,1.0,0.0,1.0,1.0
127,2.0,1.0,0.0,1.0,0.0,1.0
128,2.0,0.0,0.0,0.0,0.0,1.0
129,4.0,1.0,0.0,0.0,1.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,1.0,1.0
132,5.0,1.0,0.0,0.0,1.0,0.0
133,13.0,1.0,0.0,0.0,0.0,0.0
134,1.0,1.0,0.0,1.0,0.0,0.0
135,13.0,1.0,1.0,0.0,0.0,0.0
136,1.0,0.0,0.0,1.0,0.0,0.0
137,2.0,1.0,0.0,1.0,0.0,1.0
138,2.0,1.0,0.0,0.0,0.0,0.0
139,2.0,0.0,0.0,0.0,0.0,1.0
140,1.0,1.0,0.0,1.0,1.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0
142,1.0,1.0,0.0,0.0,0.0,0.0
143,3.0,1.0,1.0,0.0,0.0,1.0
144,1.0,0.0,0.0,0.0,0.0,0.0
145,2.0,1.0,0.0,1.0,0.0,1.0
146,6.0,0.0,0.0,0.0,0.0,0.0
147,6.0,1.0,0.0,0.0,1.0,0.0
148,0.0,0.0,0.0,0.0,0.0,1.0
149,1.0,1.0,0.0,1.0,0.0,0.0
150,6.0,0.0,0.0,0.0,0.0,0.0
151,1.0,0.0,0.0,0.0,0.0,1.0
152,1.0,0.0,1.0,0.0,0.0,1.0
153,1.0,0.0,1.0,0.0,1.0,0.0
154,6.0,1.0,0.0,0.0,0.0,1.0
155,1.0,1.0,1.0,0.0,1.0,0.0
156,2.0,0.0,1.0,0.0,0.0,0.0
157,8.0,1.0,0.0,0.0,0.0,0.0
158,2.0,0.0,0.0,0.0,0.0,0.0
159,3.0,0.0,1.0,0.0,0.0,0.0
160,8.0,1.0,0.0,0.0,0.0,0.0
161,0.0,1.0,0.0,0.0,1.0,0.0
162,2.0,0.0,0.0,0.0,0.0,1.0
163,1.0,0.0,0.0,0.0,0.0,0.0
164,2.0,0.0,0.0,0.0,0.0,0.0
165,7.0,0.0,0.0,0.0,0.0,1.0
166,1.0,1.0,0.0,1.0,0.0,0.0
167,1.0,0.0,0.0,0.0,0.0,1.0
168,1.0,1.0,0.0,1.0,0.0,1.0
169,2.0,0.0,1.0,0.0,0.0,1.0
170,0.0,0.0,0.0,1.0,0.0,1.0
171,6.0,0.0,0.0,0.0,0.0,0.0
172,1.0,1.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,1.0
174,2.0,1.0,0.0,0.0,1.0,0.0
175,7.0,1.0,0.0,1.0,0.0,0.0
176,4.0,1.0,0.0,0.0,1.0,1.0
177,0.0,0.0,1.0,0.0,0.0,0.0
178,3.0,0.0,0.0,0.0,0.0,0.0
179,11.0,1.0,0.0,0.0,0.0,1.0
180,1.0,0.0,0.0,0.0,1.0,0.0
181,3.0,1.0,0.0,1.0,0.0,1.0
182,0.0,0.0,0.0,0.0,0.0,0.0
183,4.0,1.0,1.0,0.0,1.0,1.0
184,0.0,0.0,0.0,1.0,0.0,0.0
185,4.0,1.0,0.0,0.0,0.0,1.0
186,3.0,0.0,0.0,0.0,1.0,1.0
187,3.0,0.0,1.0,0.0,0.0,0.0
188,21.0,1.0,0.0,0.0,0.0,0.0
189,2.0,0.0,0.0,0.0,0.0,0.0
190,3.0,1.0,0.0,0.0,1.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0
192,2.0,1.0,0.0,1.0,0.0,0.0
193,1.0,0.0,1.0,0.0,1.0,0.0
194,0.0,1.0,0.0,1.0,0.0,0.0
195,4.0,1.0,0.0,1.0,1.0,0.0
196,0.0,0.0,1.0,0.0,0.0,1.0
197,2.0,1.0,0.0,0.0,0.0,0.0
198,0.0,0.0,1.0,0.0,0.0,1.0
199,1.0,0.0,0.0,0.0,1.0,1.0
200,0.0,0.0,0.0,0.0,0.0,0.0
201,8.0,0.0,1.0,0.0,0.0,1.0
202,11.0,1.0,0.0,0.0,0.0,0.0
203,1.0,1.0,0.0,0.0,0.0,1.0
204,14.0,1.0,0.0,0.0,0.0,0.0
205,6.0,1.0,0.0,0.0,0.0,1.0
206,20.0,1.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,1.0,0.0,0.0
208,1.0,0.0,0.0,0.0,0.0,0.0
209,2.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,1.0,0.0,0.0,1.0
211,0.0,1.0,0.0,0.0,0.0,0.0
212,1.0,0.0,1.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,1.0
214,2.0,0.0,1.0,0.0,0.0,0.0
215,1.0,0.0,0.0,0.0,0.0,0.0
216,12.0,1.0,0.0,0.0,0.0,0.0
217,2.0,0.0,1.0,0.0,1.0,0.0
218,13.0,0.0,1.0,0.0,0.0,1.0
219,2.0,0.0,0.0,0.0,0.0,1.0
220,1.0,1.0,0.0,0.0,1.0,0.0
221,0.0,0.0,1.0,0.0,0.0,0.0
222,6.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0
224,3.0,0.0,0.0,0.0,1.0,0.0
225,1.0,0.0,0.0,0.0,1.0,0.0
226,0.0,1.0,0.0,1.0,1.0,0.0
227,0.0,0.0,1.0,0.0,0.0,1.0
228,1.0,0.0,0.0,0.0,0.0,0.0
229,1.0,0.0,0.0,0.0,0.0,1.0
230,11.0,1.0,0.0,0.0,0.0,1.0
231,5.0,1.0,0.0,1.0,0.0,0.0
232,4.0,0.0,1.0,0.0,0.0,1.0
233,22.0,1.0,0.0,0.0,0.0,0.0
234,3.0,0.0,0.0,0.0,0.0,1.0
235,1.0,0.0,0.0,0.0,0.0,1.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,1.0,1.0,0.0,0.0,0.0,1.0
238,0.0,1.0,0.0,1.0,0.0,0.0
239,5.0,1.0,0.0,0.0,1.0,1.0
240,4.0,0.0,1.0,0.0,0.0,0.0
241,1.0,0.0,1.0,0.0,0.0,1.0
242,2.0,1.0,1.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,1.0
244,13.0,1.0,0.0,0.0,1.0,0.0
245,0.0,1.0,0.0,1.0,0.0,1.0
246,5.0,1.0,0.0,1.0,0.0,1.0
247,7.0,1.0,0.0,0.0,0.0,0.0
248,3.0,0.0,1.0,0.0,1.0,0.0
249,3.0,1.0,0.0,1.0,0.0,0.0
250,1.0,0.0,0.0,0.0,0.0,1.0
251,0.0,0.0,1.0,0.0,0.0,0.0
252,0.0,1.0,0.0,1.0,1.0,1.0
253,2.0,0.0,0.0,0.0,0.0,0.0
254,1.0,1.0,0.0,0.0,0.0,0.0
255,8.0,1.0,1.0,0.0,0.0,0.0
256,1.0,0.0,1.0,0.0,0.0,0.0
257,6.0,1.0,0.0,0.0,0.0,0.0
258,1.0,0.0,1.0,0.0,0.0,0.0
259,14.0,1.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,1.0,0.0
261,5.0,0.0,1.0,0.0,1.0,1.0
262,7.0,1.0,1.0,0.0,0.0,0.0
263,2.0,1.0,0.0,1.0,0.0,0.0
264,1.0,0.0,1.0,0.0,0.0,1.0
265,8.0,1.0,1.0,0.0,0.0,0.0
266,2.0,1.0,0.0,1.0,0.0,0.0
267,7.0,1.0,1.0,0.0,1.0,0.0
268,5.0,1.0,1.0,0.0,0.0,0.0
269,4.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,1.0
271,1.0,1.0,0.0,1.0,0.0,1.0
272,2.0,1.0,0.0,0.0,0.0,0.0
273,3.0,1.0,0.0,1.0,0.0,1.0
274,2.0,1.0,0.0,1.0,0.0,0.0
275,3.0,1.0,0.0,1.0,0.0,0.0
276,1.0,1.0,0.0,0.0,1.0,1.0
277,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,1.0
279,0.0,1.0,0.0,0.0,0.0,1.0
280,0.0,0.0,0.0,1.0,0.0,1.0
281,0.0,1.0,0.0,1.0,0.0,0.0
282,1.0,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,1.0,1.0
284,0.0,1.0,0.0,1.0,0.0,1.0
285,0.0,1.0,0.0,1.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,1.0,0.0,1.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0
289,2.0,0.0,0.0,0.0,0.0,0.0
290,15.0,1.0,0.0,0.0,0.0,0.0
291,2.0,1.0,0.0,0.0,0.0,0.0
292,1.0,0.0,0.0,1.0,0.0,0.0
293,2.0,0.0,0.0,0.0,0.0,1.0
294,5.0,1.0,1.0,0.0,0.0,0.0
295,8.0,1.0,0.0,0.0,0.0,0.0
296,0.0,1.0,1.0,0.0,0.0,0.0
297,1.0,1.0,0.0,0.0,0.0,0.0
298,3.0,0.0,0.0,1.0,0.0,1.0
299,0.0,0.0,1.0,0.0,0.0,0.0
300,7.0,1.0,0.0,0.0,0.0,1.0
301,4.0,0.0,0.0,0.0,0.0,0.0
302,16.0,1.0,1.0,0.0,0.0,1.0
303,0.0,1.0,0.0,1.0,1.0,0.0
304,0.0,0.0,1.0,0.0,0.0,1.0
305,2.0,1.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,4.0,1.0,0.0,0.0,0.0,1.0
308,0.0,0.0,0.0,1.0,1.0,0.0
309,11.0,1.0,0.0,0.0,0.0,1.0
310,0.0,0.0,1.0,0.0,0.0,1.0
311,0.0,1.0,0.0,1.0,0.0,0.0
312,0.0,0.0,0.0,1.0,0.0,0.0
313,3.0,0.0,0.0,0.0,0.0,1.0
314,2.0,1.0,1.0,0.0,0.0,1.0
315,6.0,0.0,0.0,0.0,0.0,1.0
316,0.0,1.0,0.0,1.0,0.0,0.0
317,4.0,1.0,0.0,0.0,1.0,0.0
318,4.0,0.0,1.0,0.0,1.0,0.0
319,14.0,1.0,0.0,0.0,0.0,0.0
320,0.0,1.0,0.0,0.0,0.0,0.0
321,2.0,0.0,1.0,0.0,0.0,0.0
322,0.0,0.0,1.0,0.0,0.0,0.0
323,6.0,1.0,0.0,0.0,1.0,0.0
324,13.0,0.0,1.0,0.0,0.0,0.0
325,10.0,1.0,0.0,0.0,0.0,0.0
326,9.0,1.0,0.0,0.0,0.0,0.0
327,8.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,1.0
329,5.0,1.0,0.0,0.0,1.0,0.0
330,1.0,1.0,0.0,0.0,1.0,0.0
331,11.0,1.0,0.0,0.0,0.0,0.0
332,27.0,1.0,0.0,0.0,0.0,1.0
333,2.0,0.0,0.0,0.0,0.0,0.0
334,1.0,0.0,0.0,0.0,0.0,0.0
335,1.0,0.0,0.0,0.0,0.0,0.0
336,14.0,1.0,1.0,0.0,0.0,0.0
337,5.0,1.0,1.0,0.0,1.0,1.0
338,3.0,1.0,0.0,0.0,0.0,0.0
339,1.0,1.0,0.0,1.0,0.0,0.0
340,3.0,0.0,0.0,0.0,0.0,0.0
341,1.0,1.0,0.0,1.0,0.0,0.0
342,8.0,1.0,0.0,0.0,0.0,0.0
343,4.0,1.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0
345,26.0,1.0,0.0,0.0,0.0,0.0
346,0.0,0.0,1.0,0.0,0.0,1.0
347,0.0,1.0,0.0,0.0,0.0,0.0
348,2.0,1.0,0.0,1.0,0.0,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,1.0,0.0,1.0,0.0,0.0
351,0.0,0.0,0.0,0.0,1.0,1.0
352,1.0,0.0,0.0,0.0,0.0,0.0
353,2.0,0.0,0.0,0.0,0.0,0.0
354,0.0,1.0,0.0,1.0,0.0,1.0
355,9.0,0.0,0.0,0.0,0.0,0.0
356,1.0,0.0,0.0,0.0,1.0,1.0
357,0.0,0.0,1.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0,1.0
359,0.0,0.0,0.0,1.0,0.0,1.0
360,1.0,1.0,0.0,0.0,0.0,0.0
361,1.0,0.0,0.0,0.0,0.0,1.0
362,11.0,1.0,1.0,0.0,0.0,1.0
363,2.0,1.0,0.0,0.0,0.0,0.0
364,1.0,0.0,0.0,1.0,0.0,0.0
365,0.0,0.0,1.0,0.0,0.0,0.0
366,1.0,0.0,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0,0.0
369,0.0,1.0,0.0,1.0,0.0,1.0
370,1.0,0.0,1.0,0.0,0.0,0.0
371,7.0,1.0,0.0,0.0,1.0,0.0
372,2.0,1.0,0.0,1.0,0.0,0.0
373,1.0,0.0,1.0,0.0,0.0,0.0
374,5.0,1.0,1.0,0.0,1.0,0.0
375,0.0,0.0,0.0,0.0,1.0,0.0
376,0.0,0.0,0.0,0.0,0.0,1.0
377,1.0,0.0,0.0,0.0,0.0,0.0
378,10.0,1.0,0.0,0.0,0.0,1.0
379,1.0,0.0,1.0,0.0,0.0,0.0
380,0.0,0.0,0.0,1.0,1.0,1.0
381,0.0,0.0,1.0,0.0,0.0,1.0
382,0.0,0.0,0.0,1.0,0.0,0.0
383,0.0,1.0,0.0,0.0,1.0,0.0
384,7.0,1.0,0.0,0.0,1.0,0.0
385,13.0,1.0,0.0,0.0,0.0,0.0
386,1.0,1.0,0.0,1.0,1.0,0.0
387,5.0,1.0,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,1.0,0.0,0.0
389,0.0,1.0,0.0,0.0,0.0,0.0
390,9.0,1.0,0.0,0.0,0.0,1.0
391,0.0,0.0,1.0,0.0,1.0,0.0
392,5.0,1.0,0.0,0.0,0.0,0.0
393,7.0,1.0,0.0,0.0,0.0,1.0
394,0.0,0.0,0.0,0.0,1.0,1.0
395,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,1.0,0.0,0.0,0.0,1.0
397,0.0,0.0,1.0,0.0,0.0,1.0
398,0.0,0.0,0.0,0.0,1.0,1.0
399,0.0,0.0,0.0,0.0,0.0,1.0
400,0.0,0.0,0.0,1.0,0.0,0.0
401,0.0,1.0,0.0,0.0,0.0,0.0
402,14.0,1.0,0.0,0.0,0.0,0.0
403,14.0,1.0,0.0,0.0,0.0,0.0
404,3.0,1.0,0.0,1.0,0.0,1.0
405,1.0,1.0,0.0,0.0,0.0,1.0
406,2.0,0.0,1.0,0.0,0.0,0.0
407,5.0,0.0,0.0,0.0,1.0,0.0
408,1.0,0.0,0.0,0.0,0.0,0.0
409,2.0,0.0,1.0,0.0,1.0,1.0
410,0.0,1.0,0.0,1.0,0.0,0.0
411,4.0,0.0,0.0,0.0,0.0,0.0
412,6.0,1.0,0.0,0.0,0.0,0.0
413,24.0,1.0,0.0,0.0,0.0,1.0
414,1.0,1.0,0.0,1.0,0.0,0.0
415,0.0,1.0,0.0,1.0,0.0,0.0
416,7.0,1.0,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0.0,1.0,0.0
418,2.0,0.0,0.0,0.0,0.0,0.0
419,4.0,0.0,0.0,0.0,0.0,0.0
420,3.0,1.0,0.0,1.0,0.0,0.0
421,0.0,0.0,1.0,0.0,0.0,1.0
422,0.0,1.0,0.0,1.0,0.0,0.0
423,1.0,0.0,0.0,1.0,0.0,0.0
424,1.0,0.0,0.0,0.0,0.0,0.0
425,6.0,1.0,0.0,0.0,0.0,0.0
426,1.0,0.0,0.0,0.0,0.0,0.0
427,1.0,1.0,0.0,0.0,1.0,0.0
428,5.0,0.0,1.0,0.0,0.0,0.0
429,2.0,1.0,0.0,0.0,0.0,1.0
430,1.0,0.0,1.0,0.0,1.0,0.0
431,1.0,0.0,0.0,0.0,1.0,0.0
432,1.0,0.0,0.0,0.0,0.0,0.0
433,0.0,0.0,0.0,1.0,1.0,0.0
434,1.0,1.0,0.0,0.0,0.0,0.0
435,3.0,0.0,0.0,1.0,0.0,1.0
436,2.0,0.0,1.0,0.0,0.0,1.0
437,0.0,0.0,0.0,0.0,0.0,0.0
438,0.0,1.0,0.0,0.0,1.0,1.0
439,4.0,1.0,0.0,0.0,0.0,0.0
440,1.0,0.0,1.0,0.0,1.0,0.0
441,0.0,0.0,1.0,0.0,0.0,1.0
442,18.0,0.0,1.0,0.0,0.0,1.0
443,0.0,0.0,0.0,0.0,0.0,0.0
444,0.0,0.0,1.0,0.0,0.0,0.0
445,1.0,0.0,0.0,0.0,1.0,1.0
446,8.0,0.0,1.0,0.0,0.0,1.0
447,2.0,0.0,0.0,0.0,0.0,0.0
448,0.0,0.0,1.0,0.0,1.0,0.0
449,2.0,0.0,1.0,0.0,0.0,1.0
450,1.0,1.0,0.0,0.0,1.0,0.0
451,0.0,1.0,0.0,0.0,1.0,1.0
452,2.0,0.0,0.0,0.0,0.0,0.0
453,0.0,0.0,1.0,0.0,0.0,0.0
454,0.0,1.0,0.0,0.0,0.0,1.0
455,0.0,0.0,0.0,0.0,0.0,1.0
456,1.0,1.0,0.0,0.0,0.0,0.0
457,0.0,1.0,0.0,1.0,1.0,0.0
458,2.0,1.0,0.0,1.0,0.0,0.0
459,3.0,0.0,0.0,0.0,0.0,1.0
460,1.0,0.0,1.0,0.0,0.0,1.0
461,3.0,1.0,0.0,1.0,0.0,0.0
462,0.0,0.0,0.0,0.0,1.0,0.0
463,3.0,1.0,0.0,1.0,0.0,0.0
464,2.0,1.0,0.0,0.0,0.0,1.0
465,0.0,0.0,0.0,0.0,0.0,1.0
466,2.0,0.0,0.0,0.0,0.0,0.0
467,1.0,1.0,0.0,0.0,1.0,1.0
468,3.0,0.0,1.0,0.0,0.0,0.0
469,4.0,1.0,0.0,0.0,0.0,0.0
470,5.0,0.0,0.0,0.0,0.0,0.0
471,6.0,1.0,0.0,1.0,0.0,0.0
472,4.0,1.0,0.0,0.0,0.0,0.0
473,0.0,0.0,0.0,0.0,0.0,1.0
474,1.0,0.0,0.0,0.0,0.0,0.0
475,0.0,1.0,0.0,0.0,1.0,0.0
476,0.0,0.0,0.0,1.0,0.0,1.0
477,13.0,1.0,0.0,0.0,0.0,0.0
478,0.0,0.0,0.0,0.0,0.0,1.0
479,0.0,0.0,0.0,0.0,0.0,1.0
480,5.0,1.0,0.0,0.0,0.0,0.0
481,6.0,1.0,0.0,1.0,0.0,0.0
482,8.0,0.0,0.0,0.0,0.0,0.0
483,0.0,0.0,0.0,0.0,0.0,0.0
484,1.0,0.0,1.0,0.0,0.0,0.0
485,9.0,1.0,0.0,0.0,0.0,1.0
486,0.0,0.0,0.0,1.0,0.0,0.0
487,12.0,1.0,0.0,0.0,0.0,0.0
488,1.0,0.0,1.0,0.0,0.0,0.0
489,1.0,0.0,0.0,0.0,0.0,1.0
490,12.0,1.0,0.0,0.0,0.0,0.0
491,5.0,0.0,0.0,0.0,0.0,0.0
492,1.0,0.0,1.0,0.0,0.0,0.0
493,4.0,1.0,0.0,0.0,0.0,0.0
494,1.0,1.0,0.0,1.0,0.0,0.0
495,0.0,0.0,1.0,0.0,0.0,1.0
496,0.0,1.0,0.0,0.0,0.0,1.0
497,0.0,0.0,0.0,0.0,0.0,1.0
498,6.0,0.0,0.0,0.0,1.0,0.0
499,2.0,1.0,0.0,1.0,1.0,1.0
500,0.0,0.0,0.0,0.0,0.0,0.0
501,18.0,1.0,1.0,0.0,0.0,1.0
502,6.0,1.0,0.0,0.0,0.0,1.0
503,3.0,0.0,0.0,0.0,0.0,1.0
504,4.0,1.0,0.0,0.0,0.0,0.0
505,0.0,1.0,0.0,1.0,0.0,0.0
506,0.0,0.0,0.0,1.0,0.0,0.0
507,5.0,1.0,0.0,0.0,1.0,0.0
508,2.0,1.0,0.0,0.0,1.0,0.0
509,2.0,0.0,0.0,0.0,0.0,0.0
510,1.0,1.0,0.0,0.0,0.0,1.0
511,2.0,1.0,0.0,1.0,0.0,1.0
512,0.0,0.0,0.0,0.0,0.0,0.0
513,3.0,0.0,1.0,0.0,0.0,0.0
514,3.0,0.0,1.0,0.0,0.0,0.0
515,8.0,0.0,1.0,0.0,0.0,0.0
516,0.0,1.0,0.0,0.0,0.0,0.0
517,0.0,1.0,0.0,1.0,1.0,0.0
518,0.0,1.0,0.0,1.0,0.0,0.0
519,1.0,0.0,0.0,0.0,0.0,1.0
520,0.0,0.0,0.0,0.0,0.0,0.0
521,10.0,1.0,0.0,0.0,0.0,1.0
522,0.0,1.0,0.0,1.0,0.0,0.0
523,0.0,0.0,0.0,1.0,0.0,0.0
524,0.0,1.0,0.0,1.0,0.0,0.0
525,6.0,1.0,0.0,0.0,0.0,0.0
526,0.0,1.0,0.0,0.0,0.0,0.0
527,0.0,0.0,0.0,1.0,0.0,0.0
528,13.0,1.0,0.0,0.0,0.0,0.0
529,0.0,0.0,0.0,0.0,1.0,0.0
530,0.0,0.0,0.0,1.0,0.0,0.0
531,0.0,0.0,0.0,0.0,0.0,1.0
532,0.0,1.0,0.0,1.0,0.0,0.0
533,0.0,0.0,1.0,0.0,0.0,0.0
534,0.0,0.0,0.0,0.0,0.0,1.0
535,7.0,1.0,0.0,0.0,0.0,1.0
536,10.0,1.0,0.0,0.0,1.0,0.0
