Alpha,Alpha_Ganite,Loss YCF Ganite,ATE YCF Ganite,ACC YCF Ganite
0.033,-8,0.6007594090791295,0.010974699921665443,0.6725
0.033,-7,0.5850472285966843,0.017808314510291634,0.671
0.033,-6,0.5775698693092466,0.025334225414358258,0.67
0.033,-5,0.5754984921131395,0.03224166288170549,0.665
0.033,-4,0.7877398357823653,0.006959539650127966,0.387
0.033,-3,0.761558548015834,0.0071932238929972026,0.4135
0.033,-2,0.7383154207056131,0.007602255356787879,0.45
0.033,-1,0.714400915838767,0.008519021775320657,0.5095
0.033,0,0.6552640517943505,0.013761982437603792,0.633
0.033,1,0.6210041137197031,0.017845532218759064,0.678
0.033,2,0.6010117322136305,0.018843971506182222,0.692
0.033,3,0.5903932153537131,0.017991857606004635,0.6775
0.033,4,0.5827126683750409,0.0199112353030374,0.6725
0.033,5,0.5779190259779066,0.023080849391830305,0.6705
0.033,6,0.575645963740121,0.026349364138812947,0.6695
0.033,7,0.575050807107875,0.029427472476492134,0.6665
0.033,8,0.5754984921131395,0.03224166288170549,0.665
0.033,9,0.9944366686243143,0.0003808471800343938,0.651
0.033,10,0.8616862932163469,0.0007740713195200088,0.651
0.033,20,0.8021589949706541,0.0013524386390070253,0.651
0.033,30,0.7644211105302409,0.0019904932783685325,0.651
0.033,40,0.7020553182395932,0.003884539118657826,0.651
0.033,50,0.6673091516473302,0.0058473802297003274,0.651
0.066,-50,0.6436344825067032,0.00806048425118644,0.651
0.066,-40,0.6257239556399413,0.010692788681673226,0.651
0.066,-30,0.6113561728589388,0.013860306915492004,0.651
0.066,-20,0.5995200783224858,0.01761758126317048,0.6525
0.066,-10,0.5897478549278813,0.021962813953537497,0.661
0.066,-9,0.5818001448236375,0.026855784346189182,0.6635
0.066,-8,0.5754984921131395,0.03224166288170549,0.665
0.066,-7,0.6440215390002938,0.060894859316724226,0.677
0.066,-6,0.6300188377598448,0.0584538872400413,0.6785
0.066,-5,0.6180254190605386,0.05557733625555128,0.6825
0.066,-4,0.6076541379869214,0.05228180957234507,0.6855
0.066,-3,0.5850805437136719,0.04134068761154586,0.6895
0.066,-2,0.5757908223203563,0.03457776422403536,0.689
0.066,-1,0.5734363095363116,0.03281860745473608,0.6835
0.066,0,0.5724018041313955,0.032203902378585836,0.6785
0.066,1,0.5721056724373288,0.031966650892800375,0.6785
0.066,2,0.5723882177367745,0.03190298221125376,0.6755
0.066,3,0.5731209991820617,0.03194240781117885,0.6725
0.066,4,0.5741901693679012,0.032058630246249664,0.6675
0.066,5,0.5754984921131395,0.03224166288170549,0.665
0.066,6,0.6487650938765639,0.040951656374515644,0.658
0.066,7,0.635642102655938,0.04113526441491844,0.6645
0.066,8,0.6245272977113923,0.0407743006062643,0.6685
0.066,9,0.6150620649310868,0.039951765259950256,0.6735
0.066,10,0.5948011862161352,0.034800605188868516,0.684
0.066,20,0.5833703283286714,0.027618001861002384,0.682
0.066,30,0.5785883023111199,0.02524760517349811,0.6795
0.066,40,0.5761452104873531,0.02588668216230039,0.6765
0.066,50,0.5747257955443451,0.027075735361440367,0.6765
0.1,-50,0.5741254432612846,0.02839151304530385,0.6715
0.1,-40,0.574159989653439,0.02971187006188858,0.671
0.1,-30,0.5746629516550037,0.030997980261280755,0.6685
0.1,-20,0.5754984921131395,0.03224166288170549,0.665
0.1,-10,0.640486844264601,0.05760983457910962,0.6765
0.1,-9,0.6269588459639265,0.05524092230962663,0.6795
0.1,-8,0.6153799174918729,0.052454431078863495,0.684
0.1,-7,0.605440061125365,0.049284766995943086,0.6855
0.1,-6,0.5839258274319573,0.0389182685908851,0.69
0.1,-5,0.5758140130693605,0.0332669040867527,0.687
0.1,-4,0.573642890459608,0.03192790925792233,0.682
0.1,-3,0.5726257031172067,0.03153187475627983,0.677
0.1,-2,0.5723145909610673,0.03145865364761191,0.6785
0.1,-1,0.572562819461525,0.03153628246463058,0.6745
0.1,0,0.5732468882579367,0.031704959219618245,0.672
0.1,1,0.5742567742071094,0.031942708274684706,0.668
0.1,2,0.5754984921131395,0.03224166288170549,0.665
0.1,3,1.3963641734193264,-0.002054128138796185,0.349
0.1,4,1.1702154943807905,-0.001231427239445998,0.349
0.1,5,1.0613095770284848,-0.0005692076702971949,0.349
0.1,6,0.9864715904197904,-4.4770742608502e-05,0.349
0.1,7,0.851909173516958,0.000810539698136048,0.349
0.1,8,0.7724600182791497,0.001093730897937517,0.349
0.1,9,0.7149796179832603,0.0015137829482264054,0.435
0.1,10,0.6598030656336561,0.004275810296298199,0.6125
0.1,20,0.6237517481238025,0.007383495690503006,0.664
0.1,30,0.6010443653591457,0.010915666825310866,0.6735
0.1,40,0.5851475160812104,0.017702261215080894,0.671
0.1,50,0.5775618451117842,0.025272978866101137,0.669
0.2,-50,0.5754984921131395,0.03224166288170549,0.665
0.2,-40,0.6506215279928278,0.06417745394714064,0.6735
0.2,-30,0.6354064365353247,0.06195726852208838,0.68
0.2,-20,0.6229103131326876,0.05931682212600431,0.6855
0.2,-10,0.611882074743039,0.05616693637783321,0.6875
0.2,-9,0.5880169443998514,0.04527661426047935,0.69
0.2,-8,0.5759731437823375,0.03637577321041041,0.691
0.2,-7,0.5729860327524711,0.03370639258336361,0.6845
0.2,-6,0.5719032065559929,0.032798588797661954,0.6765
0.2,-5,0.5716470131325468,0.0323959183246636,0.68
0.2,-4,0.5720124664203631,0.032207928988302714,0.675
0.2,-3,0.5728556841303283,0.0321389772272096,0.673
0.2,-2,0.5740526098516248,0.03215451631734889,0.6675
0.2,-1,0.5754984921131395,0.03224166288170549,0.665
0.2,0,1.020342160096305,0.0005813080800365356,0.651
0.2,1,0.8736059042463766,0.0010464607190371344,0.651
0.2,2,0.8099084581835755,0.0016544046399903367,0.651
0.2,3,0.7701299442859838,0.00231137949079141,0.651
0.2,4,0.7050650795182513,0.004240618169271015,0.651
0.2,5,0.6690652387129453,0.006223986989353114,0.651
0.2,6,0.6446476127461471,0.008441847355882826,0.651
0.2,7,0.6262709336272522,0.011059833909550343,0.651
0.2,8,0.6116158618451562,0.01419218085484486,0.651
0.2,9,0.5996150046268682,0.017893433999851882,0.6515
0.2,10,0.5897615505897714,0.02216337281138947,0.661
0.2,20,0.581788347019719,0.02696387870790229,0.6635
0.2,30,0.5754984921131395,0.03224166288170549,0.665
0.2,40,1.372260869974871,-0.0023741881126644604,0.349
0.2,50,1.1585370394843422,-0.0015491970727355142,0.349
0.3,-50,1.0529628654138206,-0.0008621992475451035,0.349
0.3,-40,0.9798921927654419,-0.0003093781768025994,0.349
0.3,-30,0.8479809483369072,0.0006118058289982242,0.349
0.3,-20,0.7700110622018672,0.0009366108048747823,0.349
0.3,-10,0.7132108608133766,0.0013880967454594217,0.4395
0.3,-9,0.6590097765971417,0.004043949818230974,0.615
0.3,-8,0.6237858799976039,0.00700024454105963,0.6625
0.3,-7,0.6011735718668222,0.010645944709580135,0.673
0.3,-6,0.585305893206737,0.017504715745945587,0.6695
0.3,-5,0.577660531359793,0.02516134128750902,0.67
0.3,-4,0.5754984921131395,0.03224166288170549,0.665
0.3,-3,0.9588808970835386,-0.003944112787039766,0.349
0.3,-2,0.8989796568699215,-0.002729836826753873,0.349
0.3,-1,0.8552065262610974,-0.0018309980075025822,0.349
0.3,0,0.8202781487677162,-0.001167354996317982,0.349
0.3,1,0.7523610515193637,-0.00024562172434833274,0.349
0.3,2,0.710735374555688,1.1584254848595599e-05,0.349
0.3,3,0.6729055771852757,0.000500099819305655,0.6435
0.3,4,0.6419414093227405,0.0015746730020871347,0.664
0.3,5,0.6184582131860434,0.004148734681108546,0.6685
0.3,6,0.5998177267133455,0.00918184794587762,0.6725
0.3,7,0.5866836730483246,0.016398040571685257,0.6655
0.3,8,0.5791020067831858,0.024437430001645,0.664
0.3,9,0.5754984921131395,0.03224166288170549,0.665
0.3,10,0.9624171985542751,-0.007116284703065079,0.349
0.3,20,0.8991960151127996,-0.005118045230617152,0.349
0.3,30,0.8527540426295201,-0.003558509982098057,0.349
0.3,40,0.815132747935201,-0.0023340806823746174,0.349
0.3,50,0.7411731956298263,-0.00042567535719800764,0.349
0.4,-50,0.7023498358928839,-3.061926849806662e-05,0.349
0.4,-40,0.6754543453281939,0.00012371667494770477,0.651
0.4,-30,0.6476193176502925,0.0008061353835803198,0.6515
0.4,-20,0.6238394542718229,0.002783223790216005,0.662
0.4,-10,0.6045478325024702,0.007213844210184339,0.667
0.4,-9,0.5897187537130375,0.014497677284031951,0.6685
0.4,-8,0.580339048304095,0.023326893944279226,0.666
0.4,-7,0.5754984921131395,0.03224166288170549,0.665
0.4,-6,0.6118978912105385,0.004474038568851757,0.652
0.4,-5,0.6100838536331393,0.005093760120215229,0.651
0.4,-4,0.6083351626860284,0.005742610498148504,0.6515
0.4,-3,0.6065910341344356,0.006441879622567259,0.652
0.4,-2,0.6017377754577538,0.00867729591244848,0.656
0.4,-1,0.5972424932034168,0.011162319203412041,0.6615
0.4,0,0.5930967022210811,0.013859414210214527,0.663
0.4,1,0.5893144407342722,0.016721857511964866,0.662
0.4,2,0.5859009381197571,0.01970457687242899,0.667
0.4,3,0.5828436216701044,0.022770806542379063,0.665
0.4,4,0.5801151196204754,0.025893630279685498,0.665
0.4,5,0.577679639142488,0.029054594580441684,0.662
0.4,6,0.5754984921131395,0.03224166288170549,0.665
0.4,7,0.6382623871121493,0.00023050185637807363,0.651
0.4,8,0.6359055132118892,0.0004112261683619778,0.651
0.4,9,0.6336073453938077,0.0005986072239464457,0.651
0.4,10,0.6312960903987626,0.0008060558001148355,0.651
0.4,20,0.6247669365360033,0.0015795231987439928,0.651
0.4,30,0.6184216671425921,0.002773862137009253,0.651
0.4,40,0.6119072813776146,0.004632188216988964,0.6515
0.4,50,0.6049674786821595,0.007391366914895836,0.6515
0.5,-50,0.5977068246529184,0.011180671261286412,0.659
0.5,-40,0.5906725769638087,0.015879748608834232,0.6625
0.5,-30,0.5844889785256774,0.02115346127706763,0.666
0.5,-20,0.5794461064109173,0.026675005837029864,0.665
0.5,-10,0.5754984921131395,0.03224166288170549,0.665
0.5,-9,0.6439531253859491,1.965058438158085e-05,0.651
0.5,-8,0.6398715581718972,0.00014400912571055358,0.651
0.5,-7,0.6358005041536369,0.0003085374486078152,0.651
0.5,-6,0.6316943837740084,0.0005257400986707905,0.651
0.5,-5,0.6206194159117205,0.0015091411479003503,0.651
0.5,-4,0.6112932318983149,0.0031373180344187457,0.651
0.5,-3,0.6034361371573914,0.005532065808170672,0.6545
0.5,-2,0.5966727642272346,0.008725334060328382,0.6625
0.5,-1,0.5908145017677715,0.012639944705556516,0.664
0.5,0,0.5858217133312994,0.017114577303297462,0.666
0.5,1,0.58166756699105,0.02196675802477488,0.664
0.5,2,0.5782690630485653,0.027044543241591,0.6625
0.5,3,0.5754984921131395,0.03224166288170549,0.665
0.5,4,0.6826526878287239,-0.0012917895775320654,0.651
0.5,5,0.6745039032586583,-0.0008864526399806616,0.651
0.5,6,0.6674817168867685,-0.0004956597643668292,0.651
0.5,7,0.6610413885728261,-8.968668834985483e-05,0.651
0.5,8,0.6447086435854228,0.0012639906228100184,0.651
0.5,9,0.6307172302378271,0.0029877344200773814,0.651
0.5,10,0.61883059780371,0.005138839628632819,0.651
0.5,20,0.6087411383872584,0.00787438852266209,0.651
0.5,30,0.5999775470616716,0.011361778389668564,0.6515
0.5,40,0.5922893131374449,0.015648210795183526,0.657
0.5,50,0.5856423176718822,0.02065468786255764,0.66
0.6,-50,0.580058227686607,0.026235613086558973,0.6645
0.6,-40,0.5754984921131395,0.03224166288170549,0.665
0.6,-30,0.6693504904049046,-0.0011792917747511789,0.651
0.6,-20,0.6629604361145711,-0.0007207899144401342,0.651
0.6,-10,0.6574581034667504,-0.0003098503462168889,0.651
0.6,-9,0.6524783449121998,7.743914217062109e-05,0.651
0.6,-8,0.6404409439750952,0.0011280372287193474,0.651
0.6,-7,0.6305065251908293,0.002304873063008639,0.651
0.6,-6,0.6213874256650721,0.003943934208976541,0.651
0.6,-5,0.6124495455867779,0.006370392392684887,0.651
0.6,-4,0.6035206402361906,0.009833923591902494,0.6515
0.6,-3,0.5948921440297759,0.014386582772232592,0.6555
0.6,-2,0.5871199673050078,0.019834589289473903,0.6625
0.6,-1,0.5806252698677308,0.02587267869815757,0.6655
0.6,0,0.5754984921131395,0.03224166288170549,0.665
0.6,1,0.8494601350262538,-0.005580401751007158,0.5955
0.6,2,0.8037508116972202,-0.004481253760752146,0.617
0.6,3,0.7718439870027192,-0.0035364919371668746,0.64
0.6,4,0.7470482746788127,-0.0027141102265180184,0.651
0.6,5,0.6990691118281642,-0.0009431359795400995,0.651
0.6,6,0.6698950393236389,0.0004029486169744301,0.651
0.6,7,0.6489548763256171,0.001977281451959856,0.651
0.6,8,0.6318339793881782,0.00416718939881866,0.651
0.6,9,0.6169352003863405,0.007279017335839688,0.651
0.6,10,0.6036733945341334,0.011692829485205003,0.6505
0.6,20,0.5920931923484729,0.017517336542945183,0.6575
0.6,30,0.5826231124218095,0.024496286160532565,0.661
0.6,40,0.5754984921131395,0.03224166288170549,0.665
0.6,50,0.76323503752642,-0.00032782953161347717,0.651
0.7,-50,0.731004056577697,0.00026649804547962397,0.651
0.7,-40,0.7101570767270498,0.0008413734071784917,0.651
0.7,-30,0.6944049237568606,0.0014156409666499226,0.651
0.7,-20,0.6637638494072446,0.0030555943005468045,0.651
0.7,-10,0.6438670324244993,0.004790490040776696,0.651
0.7,-9,0.6287821568375402,0.006854006146089886,0.651
0.7,-8,0.6162902063591423,0.009448739377913795,0.651
0.7,-7,0.6054734357080994,0.012708458726775396,0.6505
0.7,-6,0.5960116661306168,0.016678681602101286,0.653
0.7,-5,0.5878575690179876,0.0213209311578596,0.66
0.7,-4,0.5810306975192256,0.026543751305967644,0.663
0.7,-3,0.5754984921131395,0.03224166288170549,0.665
0.7,-2,0.6196482052443717,0.0006668616435739905,0.651
0.7,-1,0.6177860850786365,0.0009700185586906107,0.651
0.7,0,0.6159729884672538,0.0013183102583730344,0.651
0.7,1,0.6141465808430844,0.0017278858045947088,0.6515
0.7,2,0.6089302138515548,0.003263626275624265,0.651
0.7,3,0.6038062281847462,0.005350925960018849,0.654
0.7,4,0.5987149496531888,0.008029433908405048,0.6585
0.7,5,0.5937494572375037,0.011275187305410439,0.663
0.7,6,0.5890901523034435,0.014995666689063158,0.6625
0.7,7,0.5848978064067595,0.019061444959749707,0.666
0.7,8,0.5812484314198049,0.023349243162762434,0.665
0.7,9,0.5781348368940605,0.027764324959799747,0.663
0.7,10,0.5754984921131395,0.03224166288170549,0.665
0.7,20,0.7338696996501708,-0.003854493751010546,0.64
0.7,30,0.7179490355757214,-0.0030110223800895453,0.6505
0.7,40,0.7049521897491339,-0.0023072591727723024,0.651
0.7,50,0.6937971531239517,-0.0017003985607620953,0.651
0.8,-50,0.6696599695507434,-0.0003662645651653085,0.651
0.8,-40,0.6526118206039463,0.0007732963914823809,0.651
0.8,-30,0.6377443176174941,0.0022435660414175107,0.651
0.8,-20,0.6239178234999012,0.004340348120839166,0.651
0.8,-10,0.6113897892201282,0.0074556521080439975,0.651
0.8,-9,0.5999925647345105,0.011971696763421691,0.653
0.8,-8,0.5899343583511675,0.017871869246286587,0.6585
0.8,-7,0.5817115489483422,0.02477117681455776,0.663
0.8,-6,0.5754984921131395,0.03224166288170549,0.665
0.8,-5,0.6570407152741436,-0.002359202697536311,0.651
0.8,-4,0.6523335211992212,-0.001882124037797639,0.651
0.8,-3,0.6481435747224356,-0.001451035996639538,0.651
0.8,-2,0.6442311832113712,-0.0010394107539620778,0.651
0.8,-1,0.6342547189649345,0.00011753402170588956,0.651
0.8,0,0.6255276254074242,0.0014548393027340456,0.651
0.8,1,0.6173272181699825,0.003274542611906184,0.651
0.8,2,0.6093036885148656,0.005840175004938608,0.651
0.8,3,0.601381246258335,0.009344868977604337,0.6525
0.8,4,0.593746163250069,0.013854356778119858,0.658
0.8,5,0.5867298571514263,0.019287692506527954,0.661
0.8,6,0.5806109148738879,0.02547607439583799,0.664
0.8,7,0.5754984921131395,0.03224166288170549,0.665
0.8,8,0.7267024281134713,-0.00602089065202871,0.651
0.8,9,0.7102119371878318,-0.004808925215818216,0.651
0.8,10,0.6969592591456487,-0.0037679571198224737,0.651
0.8,20,0.6857676923903402,-0.00285254440553373,0.651
0.8,30,0.6623334762228374,-0.0008586606804121821,0.651
0.8,40,0.6470324556956387,0.000531771910848633,0.651
0.8,50,0.635186486878071,0.0018716067204311848,0.651
0.9,-50,0.6243120859724585,0.003725740496488328,0.651
0.9,-40,0.6133610829033608,0.006653007906858854,0.651
0.9,-30,0.6022173390305634,0.011089511469028146,0.652
0.9,-20,0.591598502012902,0.01709249731668716,0.6585
0.9,-10,0.5825183940117217,0.024298968238977148,0.662
0.9,-9,0.5754984921131395,0.03224166288170549,0.665
0.9,-8,0.7275049044793375,-0.002030346979218889,0.651
0.9,-7,0.7075682728245226,-0.001395304044701784,0.651
0.9,-6,0.693026991568825,-0.0008026972529331378,0.651
0.9,-5,0.6813575780276258,-0.00023505861713102316,0.651
0.9,-4,0.6574844785618537,0.0012787878347778614,0.651
0.9,-3,0.6413197617724521,0.0028159864363890286,0.651
0.9,-2,0.6284946737635128,0.004702303164341948,0.651
0.9,-1,0.6172210687914094,0.007218292429799766,0.651
0.9,0,0.6068161987914382,0.010567874768458552,0.651
0.9,1,0.5972051740031484,0.014835671943210227,0.654
0.9,2,0.5886282255054893,0.019968894599008413,0.6625
0.9,3,0.5813557031608008,0.025824387361730206,0.6645
0.9,4,0.5754984921131395,0.03224166288170549,0.665
0.9,5,0.6352101852337495,-0.0030174251328010104,0.651
0.9,6,0.6331235638388263,-0.0026300259137022053,0.651
0.9,7,0.6311429897696259,-0.002233769602335789,0.651
0.9,8,0.6291768669982644,-0.0018090666591517035,0.651
0.9,9,0.6235709934065052,-0.0003963366248485034,0.651
0.9,10,0.6178432746609733,0.001401348654857304,0.6515
0.9,20,0.6116785657973697,0.003771457535707956,0.6515
0.9,30,0.6049964916364918,0.0068842255810923625,0.656
0.9,40,0.5980289624251127,0.010816948226962886,0.6605
0.9,50,0.5912553830258299,0.015490642772498231,0.6655
1.0,-50,0.5851273604907954,0.020724442091130002,0.6665
1.0,-40,0.5798689470611325,0.026347992500887374,0.6655
1.0,-30,0.5754984921131395,0.03224166288170549,0.665
1.0,-20,0.8096357384763769,-0.004970569512209977,0.651
1.0,-10,0.7708276052694188,-0.004128342293957976,0.651
1.0,-9,0.7441586879854899,-0.003333505564762529,0.651
1.0,-8,0.7236006126683544,-0.002585752611786063,0.651
1.0,-7,0.6839098272346608,-0.0007205709892844636,0.651
1.0,-6,0.659455234860212,0.0009311526826080163,0.651
1.0,-5,0.6418783444913934,0.0026776220143510665,0.651
1.0,-4,0.627447691917047,0.004882084138630449,0.651
1.0,-3,0.6144711214623839,0.007992803808713589,0.651
1.0,-2,0.6024395601899841,0.012346829846019536,0.6505
1.0,-1,0.5916123981058072,0.017997993962624914,0.6595
1.0,0,0.5825318880293284,0.024730557635709305,0.6625
1.0,1,0.5754984921131395,0.03224166288170549,0.665
1.0,2,0.6453105617471263,-0.0013092794210682879,0.651
1.0,3,0.6412460510654637,-0.0008750394124540373,0.651
1.0,4,0.6376501426399822,-0.00044227488842418783,0.651
1.0,5,0.6343011083940342,1.3235348160667293e-05,0.651
1.0,6,0.6257485437998467,0.0014982387864796998,0.651
1.0,7,0.6181971332996598,0.0033506558960256783,0.651
1.0,8,0.6110342570906382,0.005726140714107042,0.651
1.0,9,0.6040410776775228,0.008731049677860203,0.652
1.0,10,0.5972542704954685,0.01239921583361736,0.657
1.0,20,0.5908540983897818,0.01668353505722675,0.6605
1.0,30,0.5850334809348476,0.021485830309102116,0.6635
1.0,40,0.5799080669340081,0.02670108890150391,0.665
1.0,50,0.5754984921131395,0.03224166288170549,0.665
